deso,year,Quartile 1,Quartile 2,Quartile 3,Quartile 4,Median value,Mean value,total
0180C1410,2022,23,22,32,23,302.7,323.6,2025
0180C1420,2022,6,18,32,44,378.8,411.4,1263
0180C1430,2022,4,7,22,67,450.7,510.8,1498
0180C1440,2022,22,25,28,25,300.5,330.9,1772
0180C1450,2022,26,26,27,21,287.9,309.2,2290
0180C1460,2022,27,30,27,16,272.0,291.4,1970
0180C1470,2022,33,26,24,17,262.6,286.3,1864
0180C1480,2022,25,28,27,20,282.2,310.7,1512
0180C1490,2022,39,29,21,12,247.2,269.2,1396
0180C1500,2022,24,33,28,16,273.9,295.5,1938
0180C1510,2022,44,24,20,12,229.3,255.2,1721
0180C1520,2022,29,26,26,19,276.2,301.2,1703
0180C1530,2022,21,27,30,22,298.1,317.7,1963
0180C1540,2022,27,26,27,21,283.3,305.2,1392
0180C1550,2022,5,11,26,58,430.6,503.4,1960
0180C1560,2022,50,26,17,6,213.6,229.7,1830
0180C1570,2022,24,20,23,33,316.8,344.9,1862
0180C1580,2022,22,22,30,25,307.4,338.9,1554
0180C1590,2022,41,30,21,8,232.8,246.3,2407
0180C1600,2022,31,12,17,41,335.1,386.1,1624
0180C1610,2022,21,20,29,30,324.0,369.7,2075
0180C1620,2022,3,9,24,64,440.3,477.4,1476
0180C1630,2022,8,10,28,54,403.5,438.3,1584
0180C1640,2022,8,17,29,46,371.6,419.6,1537
0180C1650,2022,3,7,23,66,475.9,535.5,1952
0180C1660,2022,54,27,13,6,206.2,227.9,1470
0180C1670,2022,3,8,23,67,442.9,610.8,1840
0180C1680,2022,53,28,12,7,205.3,225.2,1550
0180C1690,2022,15,27,27,31,315.9,367.4,1531
0180C1700,2022,4,8,27,61,424.6,511.0,1996
0180C1710,2022,19,21,33,27,325.6,341.3,2012
0180C1720,2022,41,30,21,8,231.4,248.2,1659
0180C1730,2022,39,30,21,10,236.4,256.7,1716
0180C1740,2022,15,25,35,26,324.0,353.7,1457
0180C1750,2022,25,26,27,21,283.3,313.0,1504
0180C1760,2022,24,18,24,33,315.5,357.1,1290
0180C1770,2022,10,14,26,49,391.7,433.5,1867
0180C1780,2022,46,29,17,9,226.3,241.4,1729
0180C1790,2022,11,12,27,49,391.3,453.0,2010
0180C1800,2022,28,27,28,18,278.9,301.9,1354
0180C1810,2022,6,11,29,54,408.2,450.0,1482
0180C1820,2022,7,16,33,45,377.3,455.4,2196
0180C1830,2022,6,6,27,61,426.2,486.3,2086
0180C1840,2022,16,19,30,34,340.8,370.5,1755
0180C1850,2022,13,15,27,45,370.2,425.9,1362
0180C1860,2022,31,27,25,16,266.9,289.3,2136
0180C1870,2022,20,22,27,30,314.2,345.4,3714
0180C1880,2022,13,20,27,39,350.5,397.1,1986
0180C1890,2022,5,10,23,63,448.1,654.3,1718
0180C1900,2022,32,24,27,16,269.2,283.7,1488
0180C1910,2022,43,27,22,8,230.2,253.6,1659
0180C1920,2022,11,17,26,46,375.8,422.0,1815
0180C1930,2022,12,17,24,47,379.5,462.3,2684
0180C1940,2022,30,27,29,15,272.3,292.4,2161
0180C1950,2022,24,17,30,29,323.6,361.6,1922
0180C1960,2022,10,11,29,50,394.9,474.2,1246
0180C1970,2022,6,13,27,54,413.0,443.8,1416
0180C1980,2022,24,28,24,24,285.0,326.3,1754
0180C1990,2022,12,8,21,59,431.5,555.1,1450
0180C2000,2022,23,12,22,43,360.4,459.6,1459
0180C2010,2022,37,33,20,9,241.4,269.1,1917
0180C2020,2022,24,24,24,29,305.2,349.3,1326
0180C2030,2022,15,26,31,28,319.0,352.4,2434
0180C2040,2022,43,28,21,8,232.6,250.4,1436
0180C2050,2022,23,28,30,20,288.7,314.1,1837
0180C2060,2022,41,27,21,10,241.9,259.0,1752
0180C2070,2022,20,27,30,23,300.9,321.5,1930
0180C2080,2022,14,24,36,25,318.1,346.0,1658
0180C2090,2022,15,25,34,26,318.9,346.7,1898
0180C2100,2022,15,18,27,40,363.4,424.7,1426
0180C2110,2022,18,22,29,30,324.3,398.2,3391
0180C2120,2022,8,11,24,57,432.4,912.4,1685
0180C2130,2022,20,25,32,23,306.1,338.1,1935
0180C2140,2022,22,26,28,24,296.8,326.8,2066
0180C2150,2022,36,29,25,10,252.2,266.9,2211
0180C2160,2022,25,32,26,16,274.1,291.7,1664
0180C2170,2022,12,14,28,46,380.3,459.9,1341
0180C2180,2022,29,27,26,17,273.6,299.2,2000
0180C2190,2022,8,10,22,61,437.4,535.9,1624
0180C2200,2022,21,29,28,21,289.4,329.1,1450
0180C2210,2022,24,25,31,20,295.7,317.3,1431
0180C2220,2022,15,27,35,23,312.5,331.2,1941
0180C2230,2022,27,23,29,21,292.0,311.1,1425
0180C2240,2022,19,26,31,24,305.5,331.6,1876
0180C2250,2022,43,27,20,10,232.7,259.7,2208
0180C2260,2022,22,25,30,23,301.1,317.4,1488
0180C2270,2022,23,27,27,23,294.5,330.1,1757
0180C2280,2022,43,23,21,14,239.1,271.1,1917
0180C2290,2022,30,26,27,17,276.0,288.1,2154
0180C2300,2022,5,11,24,59,429.3,529.7,2322
0180C2310,2022,28,21,25,26,293.7,322.1,2039
0180C2320,2022,17,23,31,29,319.9,341.6,1939
0180C2330,2022,24,21,26,29,304.1,338.9,1964
0180C2340,2022,36,26,24,14,258.6,277.6,2007
0180C2350,2022,16,16,23,44,366.1,448.8,1926
0180C2360,2022,21,22,28,30,311.2,345.4,1518
0180C2370,2022,17,16,30,37,347.1,387.6,1573
0180C2380,2022,10,17,33,40,366.3,433.0,1517
0180C2390,2022,18,19,25,38,348.3,383.8,1637
0180C2400,2022,5,12,28,56,410.7,468.4,1621
0180C2410,2022,16,20,27,38,349.1,378.5,1642
0180C2420,2022,23,28,28,21,290.2,321.0,1758
0180C2430,2022,16,25,31,28,316.8,361.7,3019
0180C2440,2022,17,23,32,28,322.4,352.6,2185
0180C2450,2022,15,18,28,39,355.7,373.4,1580
0180C2460,2022,18,19,30,33,332.5,380.6,2289
0180C2470,2022,29,25,24,22,279.2,305.0,1585
0180C2480,2022,17,24,32,27,318.6,354.8,1829
0180C2490,2022,14,20,29,37,342.1,386.2,1664
0180C2500,2022,37,30,22,11,247.7,264.2,1786
0180C2510,2022,17,24,29,30,317.5,359.4,2061
0180C2520,2022,23,21,26,30,312.5,335.3,1303
0180C2530,2022,16,18,29,37,348.4,366.0,1893
0180C2540,2022,15,19,30,37,341.4,378.3,2093
0180C2550,2022,34,27,23,16,257.8,277.1,1843
0180C2560,2022,10,19,29,41,362.9,396.9,1607
0180C2570,2022,9,14,30,47,388.7,413.6,2066
0180C2580,2022,4,9,21,66,475.4,641.4,1981
0180C2590,2022,15,17,32,35,344.5,369.1,1905
0180C2600,2022,5,7,18,70,472.9,567.1,1534
0180C2610,2022,14,16,30,41,362.7,398.5,1907
0180C2620,2022,14,14,28,45,372.6,407.5,2761
0180C2630,2022,10,17,28,46,379.4,402.5,1553
0180C2640,2022,9,10,19,62,435.6,534.4,1710
0180C2650,2022,17,17,31,35,348.7,375.3,1422
0180C2660,2022,13,18,31,38,350.5,374.6,1454
0180C2670,2022,16,16,29,38,354.7,365.7,1587
0180C2680,2022,18,22,30,29,325.1,357.6,1740
0180C2690,2022,15,20,27,38,353.2,383.5,1627
0180C2700,2022,18,20,30,32,333.4,353.3,2041
0180C2710,2022,14,19,33,35,346.9,382.4,1994
0180C2720,2022,18,19,28,34,337.1,354.7,1563
0180C2730,2022,22,22,27,29,308.9,343.7,1787
0180C2740,2022,15,18,27,40,355.8,408.4,1727
0180C2750,2022,14,17,32,37,345.8,396.4,1769
0180C2760,2022,15,23,31,30,335.2,362.0,1459
0180C2770,2022,15,19,26,39,349.0,384.2,1853
0180C2780,2022,6,11,30,53,403.3,435.7,3295
0180C2790,2022,7,13,28,52,403.1,432.2,1867
0180C2800,2022,13,19,31,37,350.2,391.2,1917
0180C2810,2022,5,7,21,67,461.4,521.1,2050
0180C2820,2022,21,24,24,32,316.9,388.1,1129
0180C2830,2022,8,12,28,51,400.5,473.5,1524
0180C2840,2022,13,12,21,54,411.0,505.8,1867
0180C2850,2022,19,20,30,31,331.7,358.6,1477
0180C2860,2022,13,14,21,52,400.0,471.1,2057
0180C2870,2022,13,18,29,40,360.0,398.4,1324
0180C2880,2022,6,12,24,59,427.2,511.4,2998
0180C2890,2022,15,17,26,42,363.4,392.5,1583
0180C2900,2022,7,19,35,39,361.5,412.1,2114
0180C2910,2022,20,19,24,38,342.7,398.6,1599
0180C2920,2022,14,21,28,37,343.2,402.8,1759
0180C2930,2022,24,17,24,35,332.5,401.0,1709
0180C2940,2022,10,15,28,47,378.3,440.5,1950
0180C2950,2022,9,14,24,53,411.9,498.5,4697
0180C2960,2022,7,12,25,55,413.6,463.3,2083
0180C2970,2022,15,22,27,37,340.1,379.3,1753
0180C2980,2022,4,7,18,71,479.3,640.9,1294
0180C2990,2022,18,21,29,32,323.3,350.1,1171
0180C3000,2022,15,17,20,48,385.3,465.1,1551
0180C3010,2022,23,21,26,30,309.2,352.4,1186
0180C3020,2022,19,19,23,40,344.1,429.1,1263
0180C3030,2022,21,18,32,28,320.3,352.5,1247
0180C3040,2022,19,17,22,42,360.1,423.7,1509
0180C3050,2022,13,12,21,55,413.8,535.5,1737
0180C3060,2022,11,17,29,43,362.6,473.6,1223
0180C3070,2022,7,11,26,56,420.9,471.1,1882
0180C3080,2022,16,18,26,40,350.6,388.8,1221
0180C3090,2022,19,26,29,26,304.0,347.0,1318
0180C3100,2022,8,15,24,53,409.4,480.9,2532
0180C3110,2022,24,16,20,39,334.6,394.6,1473
0180C3120,2022,6,10,24,60,433.9,487.8,1701
0180C3130,2022,13,13,24,50,395.3,459.2,1438
0180C3140,2022,16,15,25,44,370.7,427.7,1706
0180C3150,2022,17,16,26,41,364.7,423.6,1349
0180C3160,2022,16,19,28,37,344.3,398.3,1919
0180C3170,2022,12,15,24,49,391.7,465.9,1557
0180C3180,2022,14,15,23,47,380.5,485.9,1815
0180C3190,2022,16,14,24,45,363.7,467.4,1936
0180C3200,2022,17,17,26,39,351.8,416.2,1947
0180C3210,2022,15,16,24,46,373.1,441.5,1416
0180C3220,2022,9,16,34,40,363.2,390.2,1711
0180C3230,2022,9,15,23,54,413.7,462.7,1647
0180C3240,2022,6,14,23,57,419.4,506.4,1726
0180C3250,2022,14,14,25,47,381.8,461.2,1789
0180C3260,2022,32,20,21,26,282.9,317.6,2079
0180C3270,2022,16,23,28,33,332.0,395.1,1706
0180C3280,2022,10,14,29,47,384.4,429.9,1388
0180C3290,2022,16,18,25,41,357.4,454.4,1451
0180C3300,2022,10,12,25,53,410.5,525.8,1881
0180C3310,2022,18,20,27,36,345.4,384.2,1513
0180C3320,2022,21,16,21,41,351.2,452.4,2025
0180C3330,2022,16,19,28,37,344.4,404.3,2251
0180C3340,2022,19,14,25,42,360.1,442.1,1721
0180C3350,2022,9,14,25,52,406.4,456.4,1844
0180C3360,2022,14,15,24,47,386.1,475.4,1924
0180C3370,2022,15,20,27,37,343.4,419.0,2021
0180C3380,2022,15,17,25,43,371.0,412.5,1268
0180C3390,2022,18,18,23,42,361.5,434.6,1622
0180C3400,2022,15,15,26,44,368.9,424.7,1821
0180C3410,2022,5,8,18,69,494.9,810.7,1242
0180C3420,2022,11,11,24,54,419.4,515.4,1290
0180C3430,2022,13,14,22,52,404.3,488.1,1636
0180C3440,2022,11,14,22,53,410.0,514.8,1560
0180C3450,2022,10,13,24,53,409.7,511.9,1872
0180C3460,2022,17,13,20,51,396.6,493.7,1528
0180C3470,2022,19,16,27,38,344.4,492.8,1271
0180C3480,2022,14,14,21,51,399.4,514.7,2251
0180C3490,2022,11,11,23,55,416.4,499.6,1414
0180C3500,2022,19,20,23,38,339.6,381.5,1281
0180C3510,2022,11,16,26,48,389.0,460.6,1836
0180C3520,2022,13,13,19,54,409.6,509.8,1770
0180C3530,2022,15,16,28,41,363.6,400.4,1418
0180C3540,2022,20,21,26,33,324.1,369.2,1457
0180C3550,2022,12,11,21,55,422.7,628.0,1660
0180C3560,2022,12,12,23,53,403.8,597.6,1339
0180C3570,2022,13,13,24,49,392.4,476.4,1560
0180C3580,2022,21,18,23,38,333.7,417.1,1846
0180C3590,2022,14,11,23,52,402.3,460.0,1479
0180C3600,2022,15,14,21,50,395.9,523.5,1462
0180C3610,2022,3,4,10,83,627.0,2179.5,1499
0180C3620,2022,15,12,25,47,380.7,450.5,1800
0180C3630,2022,21,20,24,36,328.2,359.9,1318
0180C3640,2022,13,11,24,52,412.0,542.8,1499
0180C3650,2022,15,16,21,48,385.5,556.3,1735
0180C3660,2022,16,18,21,46,371.5,435.3,1035
0180C3670,2022,21,18,26,34,328.3,414.6,1286
0180C3680,2022,7,9,25,59,441.8,572.7,1382
0180C3690,2022,14,14,20,53,401.6,579.1,1585
0180C3700,2022,10,12,22,55,418.4,486.3,1379
0180C3710,2022,12,11,23,54,421.2,579.1,1212
0180C3720,2022,5,5,12,79,636.4,1054.8,1275
0180C3730,2022,12,15,25,48,386.0,665.4,1379
0180C3740,2022,12,15,23,50,394.4,475.2,1426
0180C3750,2022,17,13,20,50,396.2,871.6,1644
0180C3760,2022,2,4,10,83,682.9,1398.0,1394
0180C3770,2022,16,16,23,45,376.2,484.8,1237
0180C3780,2022,11,17,24,48,385.4,463.0,1007
0180C3790,2022,17,17,19,48,381.7,444.7,1462
0180C3800,2022,13,14,25,48,383.5,490.7,1341
0180C3810,2022,13,15,23,49,390.8,516.5,1368
0180C3820,2022,13,10,21,57,426.0,534.1,1480
0180C3830,2022,6,8,18,68,468.5,607.0,1689
0180C3840,2022,4,6,12,79,581.2,803.6,1718
0180C3850,2022,3,4,12,81,636.4,1106.5,1611
0180C3860,2022,13,12,26,49,387.4,463.4,1506
0180C3870,2022,11,11,23,56,418.3,552.3,1644
0180C3880,2022,15,14,19,52,416.3,564.7,1573
0180C3890,2022,15,20,26,39,345.8,389.5,1456
0180C3900,2022,11,13,21,54,416.0,523.7,1443
0180C3910,2022,5,6,14,75,577.9,1046.1,1979
0180C3920,2022,15,11,20,54,438.9,2355.8,798
0180C3930,2022,8,9,14,69,527.2,991.5,1381
0180C3940,2022,18,13,21,48,383.1,505.8,1443
0180C3950,2022,17,18,28,38,348.0,408.4,1211
0180C3960,2022,12,12,21,54,431.0,780.5,1203
0180C3970,2022,12,12,19,57,433.8,565.1,1435
0180C3980,2022,9,12,17,62,460.4,583.3,1475
0180C3990,2022,15,12,16,57,426.0,637.1,1403
0180C4000,2022,9,13,18,60,447.0,617.6,1559
0180C4010,2022,14,12,16,58,446.0,737.6,1364
0180C4020,2022,11,15,26,48,387.6,450.8,1565
0180C4030,2022,12,11,25,52,401.3,437.1,1331
0180C4040,2022,12,11,21,55,424.0,585.0,2004
0180C4050,2022,15,25,27,33,328.9,368.2,1666
0180C4060,2022,13,18,24,46,372.7,519.8,2253
0180C4070,2022,18,15,22,45,372.3,445.2,1380
0180C4080,2022,17,13,20,50,393.2,596.6,1493
0180C4090,2022,16,14,26,45,369.5,418.0,1326
0180C4100,2022,9,10,14,68,491.4,623.0,1300
0180C4110,2022,4,5,13,78,570.1,822.1,1713
0180C4120,2022,9,8,18,65,481.6,701.7,1477
0180C4130,2022,8,7,21,64,468.6,573.9,1396
0180C4140,2022,7,9,17,67,469.8,654.9,1816
0180C4150,2022,11,9,22,59,445.3,601.3,1532
0180C4160,2022,12,12,20,56,415.5,508.8,1336
0180C4170,2022,15,15,23,47,384.7,447.1,1509
0180C4180,2022,14,17,24,45,371.3,409.0,1891
0180C4190,2022,18,20,28,34,333.1,381.2,1476
0180C4200,2022,3,6,17,73,478.5,611.7,1680
0180C4210,2022,12,8,11,69,551.4,2088.4,1573
0180C4220,2022,9,10,18,62,451.9,772.9,1667
0180C4230,2022,10,10,21,58,435.5,516.7,1453
0180C4240,2022,14,14,22,50,397.8,485.5,1684
0180C4250,2022,15,16,31,39,355.2,379.0,1514
0180C4260,2022,18,21,26,36,335.6,401.7,1717
0180C4270,2022,15,15,24,45,370.5,428.0,1062
0180C4280,2022,15,11,21,53,409.8,464.7,2059
0180C4290,2022,5,8,14,73,516.9,651.2,1847
0180C4300,2022,17,20,29,33,331.7,359.4,1684
0180C4310,2022,10,7,12,71,615.3,1585.9,1781
0180C4320,2022,5,6,21,68,476.2,580.2,1627
0180C4330,2022,14,12,26,49,391.9,413.7,1520
0180C4340,2022,14,9,18,58,478.5,1342.4,1416
0180C4350,2022,21,18,24,36,332.0,375.4,1363
0180C4360,2022,12,13,20,55,425.2,558.7,1779
0180C4370,2022,8,8,17,67,489.8,698.1,1544
0180C4380,2022,10,9,15,66,506.6,1007.9,1735
0180C4390,2022,10,7,12,71,606.2,2298.1,1052
0180C4400,2022,11,11,19,59,453.8,536.9,1394
0180C4410,2022,15,13,17,55,417.2,510.8,1622
0180C4420,2022,18,16,20,46,373.2,445.0,1280
0180C4430,2022,16,10,16,59,453.0,1232.0,1232
0180C4440,2022,12,17,28,43,373.3,413.3,1531
0180C4450,2022,8,8,16,68,538.0,1398.0,1712
0180C4460,2022,21,27,28,24,297.9,341.0,2486
0180C4470,2022,29,20,24,27,295.8,335.2,1620
0180C4480,2022,15,12,29,44,377.6,411.7,1438
0180C4490,2022,13,11,18,59,440.6,510.9,1634
0180C4500,2022,12,11,21,56,425.1,594.1,1330
0180C4510,2022,1,2,9,88,611.1,814.1,1668
0180C4520,2022,7,10,23,60,443.0,524.3,2059
0180C4530,2022,19,19,28,35,332.1,358.8,2444
0180C4540,2022,12,10,14,64,499.6,943.9,1263
0180C4550,2022,10,12,23,55,414.6,476.3,1271
0180C4560,2022,15,9,16,61,479.1,1039.6,1658
0180C4570,2022,9,11,20,60,438.3,508.8,1208
0180C4580,2022,4,6,17,72,499.6,636.6,2174
0180C4590,2022,15,18,29,38,344.8,375.6,1394
0180C4600,2022,11,11,17,61,442.0,544.5,1740
0180C4610,2022,13,14,20,52,406.8,492.7,1673
0180C4620,2022,13,14,16,58,446.5,793.7,1479
0180C4630,2022,16,13,23,47,383.3,506.2,1780
0180C4640,2022,14,11,20,55,423.4,596.4,1840
0180C4650,2022,10,8,17,65,480.4,647.9,1445
0180C4660,2022,12,10,17,60,443.3,577.7,1443
0180C4670,2022,18,20,27,36,339.7,378.3,1499
0180C4680,2022,9,15,33,44,368.1,405.7,1213
0180C4690,2022,13,13,10,64,494.7,992.1,1280
0180C4700,2022,12,13,18,57,432.5,727.3,2597
0180C4710,2022,15,10,16,59,451.5,720.9,2073
0180C4720,2022,11,11,13,65,483.3,1474.8,1495
0180C4730,2022,7,9,19,65,457.4,559.9,1880
0180C4740,2022,9,9,18,64,464.9,628.8,1510
0180C4750,2022,15,12,15,58,445.7,824.5,1294
0180C4760,2022,8,7,16,69,521.8,816.0,1194
0180C4770,2022,13,11,15,61,459.2,1247.3,1767
0180C4780,2022,11,10,17,61,451.3,623.1,1506
0180C4790,2022,14,10,14,61,459.3,1396.3,1531
0180C4800,2022,9,11,18,63,458.7,631.7,1540
0180C4810,2022,7,8,10,74,631.3,1989.1,1255
0180C4820,2022,9,9,17,66,467.7,740.2,1644
0180C4830,2022,10,8,13,69,509.0,1117.4,1612
0180C4840,2022,14,12,18,56,426.6,614.2,1634
0180C4850,2022,5,7,16,72,523.6,774.8,1533
0180C4860,2022,9,10,15,67,481.5,639.0,1937
0180C4870,2022,11,6,12,71,552.5,1194.0,1732
0180C4880,2022,10,10,16,64,484.3,663.1,1493
0180C4890,2022,10,10,12,68,509.1,752.4,1199
0180C4900,2022,9,12,16,62,462.8,720.0,1569
0180C4910,2022,14,14,18,54,414.1,531.2,1602
0180C4920,2022,12,7,14,67,469.5,578.1,1652
0180C4930,2022,14,14,18,54,414.0,548.9,1904
0180C4940,2022,26,24,26,23,290.1,322.4,2172
0180C4950,2022,27,29,25,19,276.1,309.4,1496
0180C4960,2022,11,10,14,66,518.4,1020.3,1476
0180C4970,2022,14,9,17,61,442.6,511.4,2091
0180C4980,2022,20,13,16,51,409.4,533.4,1011
0180C4990,2022,9,10,16,65,473.6,619.9,1596
0180C5000,2022,12,10,17,61,454.1,750.7,1542
0180C5010,2022,7,6,12,75,616.2,1287.9,1761
0180C5020,2022,9,8,18,65,479.7,674.8,1956
0180C5030,2022,25,14,20,41,346.6,418.3,1768
0180C5040,2022,10,7,18,65,470.7,597.6,1951
0180C5050,2022,9,9,13,70,554.4,1019.9,2113
0180C5060,2022,10,7,19,65,474.9,689.4,2178
0180C5070,2022,15,14,20,50,395.7,577.4,1198
0180C5080,2022,15,13,21,51,396.4,505.6,1623
0180C5090,2022,16,12,18,54,417.3,658.3,1910
0180C5100,2022,11,12,24,54,414.5,517.6,1895
0180C5110,2022,6,9,18,67,476.2,620.8,1701
0180C5120,2022,9,8,14,69,554.0,1302.7,1690
0180C5130,2022,8,8,18,66,492.7,586.4,1190
0180C5140,2022,12,10,14,64,484.6,708.1,1379
0180C5150,2022,2,5,20,73,479.0,545.2,1852
0180C5160,2022,20,24,28,28,308.5,337.6,1442
0180C5170,2022,18,15,22,44,364.4,509.2,1083
0180C5180,2022,32,27,24,18,267.5,293.3,1283
0180C5190,2022,22,24,27,27,297.6,332.1,1209
0180C5200,2022,11,13,20,56,435.5,562.0,1437
0180C5210,2022,11,10,15,64,472.8,683.7,2531
0180C5220,2022,16,12,20,51,404.5,487.8,1985
0180C5230,2022,13,12,18,57,437.7,530.1,1900
0180C5240,2022,36,26,22,16,249.5,279.4,1249
0180C5250,2022,10,14,25,50,392.6,427.4,2189
0180C5260,2022,12,11,18,59,436.9,517.1,4263
0180C5270,2022,10,10,17,64,484.1,709.7,1795
0180C5280,2022,10,9,15,66,495.6,694.6,1408
0180C5290,2022,17,15,22,46,377.3,459.6,1420
0180C5300,2022,14,11,19,55,419.0,494.6,1961
0180C5310,2022,14,12,18,56,424.1,511.5,1936
0180C5320,2022,18,16,32,33,339.9,357.0,1433
0180C5330,2022,32,21,22,25,283.7,332.6,1689
0180C5340,2022,18,16,26,40,346.0,379.6,1055
0180C5350,2022,16,16,26,42,368.9,504.5,1576
0180C5360,2022,10,10,18,63,461.2,642.9,1558
0180C5370,2022,10,9,19,62,461.0,574.9,1765
0180C5380,2022,32,15,17,36,307.3,410.5,1522
0180C5390,2022,13,12,22,53,412.9,511.8,1507
0180C5400,2022,4,5,15,76,498.8,684.7,1514
0180C5410,2022,46,26,19,8,226.7,247.2,1638
0180C5420,2022,18,23,30,29,317.7,335.9,3163
0180C5430,2022,38,16,18,28,273.5,327.4,1865
0180C5440,2022,23,13,19,45,363.9,475.9,1482
0180C5450,2022,21,25,26,28,304.1,354.7,1878
0180C5460,2022,3,6,17,75,495.2,591.3,1162
0180C5470,2022,42,26,19,12,232.0,261.8,1810
0180C5480,2022,27,32,24,17,273.9,292.8,908
0180C5490,2022,30,16,20,33,305.7,364.8,2683
0180C5500,2022,15,23,24,38,335.3,413.5,1643
0180C5510,2022,27,26,26,21,283.7,312.5,1586
0180C5520,2022,13,15,21,51,396.7,420.3,912
0180C5530,2022,12,14,27,47,386.5,438.9,2787
0180C5540,2022,11,17,29,43,373.6,419.7,2428
0180C5550,2022,9,14,25,52,400.8,453.6,1113
0180C5560,2022,5,8,32,55,407.0,449.1,867
0180C5570,2022,22,15,29,34,331.6,371.4,1495
0180C5580,2022,37,30,23,11,247.8,263.9,2019
0180C5590,2022,36,28,22,14,253.9,276.3,1618
0180C5600,2022,28,29,26,16,268.8,290.2,1870
0180C5610,2022,45,27,18,10,227.8,249.9,1603
0180C5620,2022,14,22,32,32,336.3,391.4,1923
0180C5630,2022,31,21,24,23,282.0,317.1,1795
0180C5640,2022,9,11,26,53,407.2,564.8,1125
0180C5650,2022,6,8,21,65,466.4,587.0,4121
0180C5660,2022,38,27,23,12,247.3,267.4,2145
0180C5670,2022,52,26,16,6,208.0,227.5,1959
0180C5680,2022,28,25,26,21,281.7,319.0,2226
0180C5690,2022,9,18,31,42,361.3,399.8,3937
0180C5700,2022,33,28,22,17,264.0,287.3,1535
0180C5710,2022,49,26,18,7,213.6,222.7,1752
0180C5720,2022,30,30,24,17,267.8,297.1,1515
0180C5730,2022,45,25,18,12,228.4,267.2,2057
0180C5740,2022,4,15,33,49,387.9,424.1,838
0180C5750,2022,12,18,32,38,349.9,394.2,3158
0180C5760,2022,51,26,16,7,211.6,229.5,1801
0180C5770,2022,30,17,23,29,301.9,353.9,1797
0180C5780,2022,43,30,18,9,228.1,247.3,1623
0180C5790,2022,39,28,21,12,239.0,262.7,1562
0180C5800,2022,9,16,33,41,368.4,411.6,1752
0180C5810,2022,26,31,24,19,270.8,298.1,2221
0180C5820,2022,9,12,23,57,416.7,462.6,2222
0180C5830,2022,9,17,30,44,374.6,420.5,2159
0180C5840,2022,8,15,29,48,392.5,433.7,1491
0180C5850,2022,7,11,27,55,415.4,532.1,2146
0180C5860,2022,12,17,26,46,377.0,429.0,2393
0180C5870,2022,13,20,31,36,348.3,384.7,1491
0180C5880,2022,31,28,25,16,264.5,299.4,1455
0180C5890,2022,10,11,22,57,429.7,524.4,1684
0180C5900,2022,74,13,10,4,128.0,149.7,1762
0180C5910,2022,32,16,22,31,301.3,333.2,2511
0180C5920,2022,7,13,32,48,388.3,426.9,1856
0180C5930,2022,10,23,36,31,347.4,373.3,1725
0180C5940,2022,17,27,30,26,310.1,352.4,1219
0180C5950,2022,13,27,32,28,321.8,355.6,1187
0180C5960,2022,10,12,23,55,412.0,501.3,1605
0180C5970,2022,6,11,24,60,427.4,496.8,2031
0180C5980,2022,44,33,16,7,225.5,240.3,1837
0180C5990,2022,11,19,34,36,344.2,382.9,2116
0180C6000,2022,26,22,28,24,299.5,318.4,1855
0180C6010,2022,21,23,26,30,311.6,353.6,1729
0180C6020,2022,8,20,34,38,357.0,384.1,2311
0180C6030,2022,5,9,24,62,435.3,485.5,2098
0180C6040,2022,14,22,29,35,344.7,376.1,1814
0180C6050,2022,9,20,29,42,358.3,412.9,2087
0180C6060,2022,14,26,32,28,319.8,352.0,2591
0180C6070,2022,63,23,11,3,180.9,200.0,2116
0180C6080,2022,21,20,28,30,313.0,366.1,1486
0180C6090,2022,57,28,10,5,198.9,212.9,2188
0180C6100,2022,64,21,11,3,180.3,197.9,1630
0180C6110,2022,62,20,14,3,189.8,205.1,1774
0180C6120,2022,60,28,8,3,192.6,202.5,1637
0180C6130,2022,22,24,29,26,300.2,333.1,1873
0180C6140,2022,46,29,19,6,223.8,235.7,1627
0180C6150,2022,61,24,12,3,187.3,204.8,3062
0180C6160,2022,54,29,14,3,201.4,214.5,1693
0180C6170,2022,59,25,13,3,194.5,208.4,1861
0180C6180,2022,57,27,12,4,199.6,212.3,2025
0180C6190,2022,10,20,36,34,343.3,376.9,2101
0180C6200,2022,35,27,22,15,253.9,307.2,1653
0180C6210,2022,59,21,15,6,196.8,207.2,2448
0180C6220,2022,49,27,17,7,215.3,231.6,1869
0180C6230,2022,62,24,11,3,185.2,202.7,2159
0180C6240,2022,53,25,16,5,209.7,222.5,2126
0180C6250,2022,53,26,16,5,204.1,226.7,1475
0180C6260,2022,55,29,13,4,204.8,218.3,2025
0180C6270,2022,47,30,16,7,227.6,238.7,1738
0180C6280,2022,27,27,27,18,274.7,301.4,1886
0180C6290,2022,18,31,26,25,294.5,332.3,1963
0180C6300,2022,26,31,24,19,273.8,299.2,1799
0180C6310,2022,53,26,15,6,205.6,224.1,1616
0180C6320,2022,23,26,30,21,292.3,323.4,1849
0180C6330,2022,41,19,17,22,248.7,292.3,1617
0180C6340,2022,26,36,23,15,262.8,285.4,1471
0180C6350,2022,56,24,14,6,202.3,221.3,2042
0180C6360,2022,47,26,19,8,218.7,238.1,1768
0180C6370,2022,58,27,13,2,196.3,206.2,1544
